7/18/1970,17:20,North AtlantiOcean,North AtlantiOcean,Military - Soviet Air Force,Reykjavik - Halifax - Sidney,Antonov AN-22,Antonov,23,23,"disappeared without a trace while en route with a final destination of peru, 40 minutes after takeoff. the plane was carrying a field hospital to earthquake stricken peru.",Military
7/24/1970,10:30,Lincoln,United States,Del Rio Flying Service - Air Taxi,"San Antonio, TX - Rudioso, NM",Cessna 310J,Cessna,7,7,flew into mountain ridge obscured by clouds. continued vfr flight into adverse weather conditions.,Cargo/Service
7/27/1970,11:35,Tokyo,Japan,Flying Tiger Line,Tokyo - Okinawa,McDonnell Douglas DC-8-63AF,McDonnell Douglas,4,4,cargo plane. an unarrested rate of descent due to inattention of the crew to instrument altitude references while the pilot was attempting to establish outside visual contact in meteorological conditions which precluded such contact during that segment of a precision radar approach inbound from the decision height.,Cargo/Service
7/30/1970,0:00,Pau,France,Military - Forces Militaires Françaises,unknown,Nord 2501 Noratlas,Nord  Noratlas,37,37,unknown,Military
8/3/1970,0:00,Las Vegas,United States,Military - United States Navy,Las Vegas - San Diego,Lockheed P-3A Orion,Lockheed  Orion,10,10,broke up and crashed after penetrating a thunderstorm 50 miles south of las vegas.,Military
8/6/1970,2:17,Islamabad,Pakistan,Pakistan International Airlines,Rawalpindi - Lahore,Fokker F-27 Friendship 200,Fokker  Friendship,30,30,crashed into terrain after takeoff in thunderstorms and strong winds.,Passenger
8/9/1970,15:00,Cuzco,Peru,Lineas Aereas Nacionales SA (Peru),Cuzco - Lima,Lockheed 188A Electra,Lockheed  Electra,100,99,"the flight crashed shortly after takeoff after the no. 3 engine failed. procedural error after an emergency occurred. with flaps retracted, the aircraft lost altitude and crashed while in a turn. the improper execution of engine-out procedures by the flight crew with contributing factors of improper loading of the aircraft and improper maintenance procedures by company personnel.",Passenger
8/12/1970,3:44,Taipei,China,China Airlines (Taiwan),Hwa-Lien,NAMC YS-11A-219,NAMC,31,14,crashed on yuan mountain while on approach to taipei during a thick fog.,Passenger
8/26/1970,0:00,Tam Ky,Vietnam,Military - U.S. Army,unknown,Boeing Vertol CH47B (helicopter),Boeing Vertol,32,30,shot down by a rocket grenade.,Military
8/29/1970,0:00,Silcher,India,Indian Airlines,Silchar - Gauhati,Fokker F-27 Friendship 400,Fokker  Friendship,39,39,crashed in jungled hills shortly after takeoff. the pilot didn't climb to the minimum sector altitude and continued directly to gauhati.,Passenger
8/30/1970,0:00,Haringvreter,Netherlands,Dutch Continental Airways,unknown,Britten-Norman BN-2A Islander,Britten-Norman  Islander,10,3,struck trees and crashed on haringvreter island. he pilot suffered spatial disorientation after entering a fog bank. the pilot was not ifr qualified.,Passenger
9/2/1970,0:00,Dnepropetrovsk,Russia,Aeroflot,unknown,Tupolev TU-124,Tupolev,37,37,crashed while cruising at fl270.,Passenger
9/3/1970,0:00,Leningrad,Russia,Aeroflot,unknown,Yakovlev YAK-40,Yakovlev,22,22,crashed into a mountain.,Passenger
9/8/1970,16:06,New York,United States,Trans International Airlines,"Jamaica, NY - Washington D.C.",McDonnell Douglas DC-8-63CF,McDonnell Douglas,11,11,"rejected takeoff. lost control and crashed. loss of pitch control caused by the entrapment of a pointed, asphalt-covered object between the leading edge of the right elevator and the right horizontal spar web access door in the aft part of the stabilizer.",Passenger
9/9/1970,0:00,Orocovis,United States,San Juan Air,San Juan - Ponce,Britten-Norman BN-2A Islander,Britten-Norman  Islander,1,1,struck a mountain.,Passenger
9/22/1970,8:25,Cranbrook,Canada,Eagle Flight - Air Taxi,"Portland, OR - Cranbrook, Canada",Cessna T337B,Cessna,4,4,descended below minimum approach altitude for unknown reasons.,Passenger
9/26/1970,0:00,Vagar,Denmark,Icelandair,unknown,Fokker F-27 Friendship 300,Fokker  Friendship,34,8,"crashed into mountains on mueggenaes island at  an altitudwe of 1,500 ft., 2 miles off course, while descending, after holding for 20 minutes.",Passenger
9/30/1970,0:00,Da Nang,Vietnam,Air Vietnam (South Vietnam),Pleiku - Hue,Douglas DC-3-DST,Douglas,38,38,flew into high ground after being diverted to da nang in poor weather conditions.,Passenger
10/1/1970,0:00,Mys-Kammenyj,Russia,Aeroflot,unknown,Antonov An-12B,Antonov,8,8,lost three engine while taking off and crashed. malfunctioning fuel system.,Passenger
10/2/1970,12:00,Mt. Trelease,United States,"Charter, Golden Eagle Aviation Inc.","Wichita - Denver - Logan, Utah",Martin 404,Martin,40,30,"two charter planes took off wichita for a flight to logan, utah via denver. the flight was uneventful to denver.  the crew of n464m decided to fly a sceniroute the rest of the way to logan. the aircraft, which was overloaded by 5,165 lbs. , flew into a box canyon. confronted with steeply rising terrain, the pilot made a sharp bank trying to turn around in the narrowing valley and stalled, crashing into a mountainous forested area on  mt. trelease. numerous members and staff of the wichita state football team were killed. the pilot had only 123 total hours in a martin 404, the copilot 30 hours. intentional operation of the aircraft over a mountain valley route at an altitude from which the aircraft could neither climb over the obstructing terrain ahead, nor execute a successful course reversal. other factors included overloaded conditions, lack of a flight planning and minimum qualifications of the crew.",Passenger
10/2/1970,14:07,Taipei,China,Military - U.S. Air Force,Taipei - Ching Chuan Kang,Lockheed C-130E,Lockheed,43,43,the aircraft struck a mountain ridge 6 minutes after taking off from taipei. deviation off course while flying  ifr in zero visibility.,Military
10/4/1970,15:10,Mahaffey,United States,Private,"Dubois, PA - Roanoak, VA",Aero Commander 500-B,Aero Commander,2,2,"the aircraft crashed into a mountainside 20 minutes after taking off. nascar driver curtis turner, 46, was killed along with pro-golfer clarence king. king was flying the plane and had a blood alcohol of 0.17. alcoholiimpairment of efficiency and judgment.  evidence showed the passenger, turner had a severe heart attack prior to the accident.",Passenger
10/6/1970,0:00,Germiston,South Africa,National Airways,"Johannesberg - Orapa Mine, Botswana",Douglas DC-3,Douglas,11,3,"shortly after takeoff, the no. 1 engine failed.  after feathering the prop, the crew tried to return to the airport but the plane crashed 1.2 miles from the airport. the plane was carrying employees of the anglo american corporation.",Passenger
10/10/1970,21:30,Dayton,United States,Saturn Airways,"Dayton, OH - Ft. Dix, NJ",Lockheed L-100-20 Hercules,Lockheed  Hercules,3,3,"the crew of the cargo plane became disoriented and struck the ground 5,000 ft. short of the runway. fog, low ceiling, spatial disorientation, improper ifr operation.",Cargo/Service
10/16/1970,16:49,New Castle,United States,Delaware Aviation - Air Taxi,"Teleboro, NJ  - Wilmington, DE",Piper PA-28R,Piper,2,2,"pilot received landing clearance then was observed in climbs, dives and turns below traffipattern before crashing. undetermined cause.",Passenger
10/28/1970,0:00,Pointe-à-Pitre,Guadeloupe,Aerocosta Colombia,unknown,Curtiss C-46D,Curtiss,4,2,the cargo plane crashed while attempting to make an emergency landing.,Cargo/Service
11/14/1970,19:36,Huntington,United States,Southern Airways,"Kingston, NC - Huntington, WV",McDonnell Douglas DC-9-31,McDonnell Douglas,75,75,"while on approach, the aircraft crashed one mile short of runway 11 at tri-state airport in rain and fog. thirty-six players and 5 coaches on the marshall university football team were among those killed. improper procedures executed by the crew. descent below minimum descent altitude during a nonprecision approach under adverse operating conditions, without visual contact with the runway environment. the reason for this descent was not able to be determined, although the two most likely explanations are ( a ) improper use of cockpit instrumentation data, or (b) an altimetry system error .",Passenger
11/24/1970,9:30,Nar Can Tho,Vietnam,Military - Vietnamese Air Force / Military - U.S. Army,unknown,de Havilland RU-6A Beaver /Bell UH-1H,de Havilland  Beaver,18,18,"mid-air collision at 1,200 ft.",Military
11/27/1970,17:05,Anchorage,United States,Capital Airlines,Anchorage - Yokota AFB,McDonnell Douglas DC-8-63CF,McDonnell Douglas,229,47,"the military charter overran the runway during takeoff, hit the ils localizer support structure and burst into flames. the lack of acceleration, undetected by the crew  until after v1 speed was reached caused by the main landing gear wheels remaining locked after power was applied for takeoff on the icy runway due to brake or hydraulifailure.",Military
11/27/1970,13:30,Nha Trang,Vietnam,Military - U.S. Air Force,Saigon - Nha Trang AB,Fairchild C-123K,Fairchild,79,79,crashed into high ground on a mountainside while on a flight from saigon to nha trang air base. cause unknown.,Military
11/29/1970,14:30,Cam Ranh,Vietnam,Military - U.S. Air Force,Cam Ranh Bay AB - Siagon,Fairchild C-123K,Fairchild,44,42,crashed into the jungle 15 miles from it destination as the pilot prepared to land at saigon in poor weather conditions.,Military
12/2/1970,0:00,Dhaka,Bangladesh,Cargolux,unknown,Canadair CL-44J,Canadair,4,4,the cargo plane crashed while attempting to land. malfunction of the hydraulisystem caused the controls to lock.,Cargo/Service
12/5/1970,0:00,Delhi,India,Jamair,unknown,Douglas DC-3,Douglas,16,5,"the no. 2 engine failed on takeoff due to fuel starvation. the plane made a right turn, lost control and crashed.",Passenger
12/7/1970,0:00,Constanta,Romania,Tarom,Tel Aviv - Constanta,BAC One-Eleven  424EU,BAC One-Eleven,27,18,crashed 4 kms short of the runway on approach in poor weather after being diverted to bucurest.,Passenger
12/19/1970,0:00,Panarah,Pakistan,Aeroflot,unknown,Antonov AN-22,Antonov,25,25,crashed during an emergency landing with engines on fire.,Passenger
12/28/1970,14:42,St. Thomas,United States,Trans Caribbean Airways,New York - St. Thomas,Boeing B-727-2A7,Boeing,55,2,"the aircraft experienced a hard landing which caused it to bounce. the crew executed a second touchdown which caused the main landing gear to fail. the aircraft veered off the right side of the runway, passed through the airport perimeter fence, crossed a paved highway and hit an embankment. captain's use of improper techniques in recovering from a high bounce generated by a poorly executed approach and touchdown.",Passenger
12/30/1970,0:00,Shemshernagar,Pakistan,Pakistan International Airlines,unknown,Fokker F-27 Friendship 200,Fokker  Friendship,35,7,crashed and burned on landing.,Passenger
12/31/1970,0:00,Off Algiers,Algeria,Rousseau Aviaiton,Algiers - Menorca,Nord 262E,Nord,31,31,ditched in the ocean. mayday received. no trace of the plane ever found.,Passenger
12/31/1970,0:00,Leningrad,Russia,Aeroflot,Leningrad - Erevan,Ilyushin IL-18B,Ilyushin,93,93,the plane crashed during takeoff on a flight to erevan.,Passenger
1/2/1971,0:00,Ben Gashir,Libya,United Arab Airlines,Algers - Boumediene,de Havilland Comet 4C,de Havilland Comet,16,16,crashed 7 kms from the runway in a sandstorm. decision to land while visibility was below company minimums for that particular airport at night.,Passenger
1/9/1971,16:20,Edison,United States,American Airlines / Private,"San Francisco, CA - Newark, NJ",Boeing B-707-323 / Cessna 150,Boeing,21,2,"midair collision at 3,000 ft.  failed to see and avoid other aircraft. the boeing 707 landed safely. two killed on the cessna.  system permitted vfr operation in congested area in reduced visibility.",Passenger
1/18/1971,15:49,Zurich,Switzerland,Balkan Bulgarian Airlines,Paris - Zurich - Sofia,Ilyushin IL-18,Ilyushin,47,45,"the crew decided while on the ground at paris not to stop at zurich but later, while in flight, changed their minds when they received reports of improving weather. the plane crashed during the approach to zurich after drifting to the right and below the glide path. the left wing tip and landing gear struck the ground first.",Passenger
1/21/1971,0:00,Privas,France,L'Armée de L'Air,Paris - Orange,Nord 262A-34,Nord,21,21,crashed and exploded  in a snowstorm in mountainous terrain. thirteen of france's nuclear weapons experts were killed.,Passenger
1/21/1971,7:35,Pacae,Peru,Fuerza Aérea del Peru,Mazamari - Lima,Curtiss-Wright C-46,Curtiss-Wright,35,35,crashed in the andes mountains after experiencing engine trouble.,Passenger
1/22/1971,0:00,Surgut,Russia,Aeroflot,unknown,Antonov AN-12,Antonov,13,13,crashed on approach.,Passenger
10/2/1988,0:00,Sao Pedro da Aldeia,Brazil,Aramar,unknown,Beech King Air F90,Beech King Air,8,8,unknown,Passenger
1/23/1971,0:00,Sokcho,South Korea,Korean Airlines,Kangnung - Seoul,Fokker F-27 Friendship 500,Fokker  Friendship,60,2,crash landed on a beach after a hijacker detonated grenades he was carrying. the hijacker and the co-pilot were killed by the grenade explosions.,Passenger
1/25/1971,0:00,Merida,Venezuela,Linea Aeropostal Venezolana,Merida - Maiquetia,Vickers Viscount 749,Vickers Viscount,48,18,crash landed onto cruces de daji mountain in the andes eight minutes after taking off off from merida.,Passenger
1/31/1971,0:00,Voroshilovgrad,Russia,Aeroflot,unknown,Antonov AN-10,Antonov,7,7,aileron oscillations coincided with flap extension. the crew misunderstood aileron oscillations for asymmetrical flap extension and retracted the flaps. the airspeed dropped to 172 knots and the aileron suddenly deflected causing a left roll. the aircraft undershot the runway and crashed. the hinge moment reversal on the ailerons caused by icing.,Passenger
2/7/1971,16:12,Aguadilla,United States,Jamie Ramirez - Air Taxi,"Mona Is., PR - Mayaguez, PR",Piper PA-28,Piper,3,3,the pilot declared a engine problem and ditched into the ocean.  a search found no evidence of the aircraft or occupants.,Passenger
2/17/1971,0:00,Mt. Cunatineuta,Ecuador,TAME,La Paz - San Borja,Curtiss C-46,Curtiss,12,12,cashed into a mountain 15 minutes after taking off in poor weather conditions.,Passenger
3/26/1971,0:00,Gauhati,India,Jamair,Gauhati - Calcutta,Douglas DC-3,Douglas,15,15,hit  a mountain after deviating from the prescribed course. wreckage found 6 days later.,Passenger
3/31/1971,6:33,Ontario,United States,Western Airlines,Los Angeles - Ontairo,Boeing B-720-047B,Boeing,5,5,"the aircraft, during a training flight suddenly rolled to the left and  crashed after a missed, 3 engine, ils approach. failure of the aircraft rudder hydrauliactuator support fitting which led to the loss of left rudder control. stress corrosion cracks.",Passenger
3/31/1971,0:00,Vorochilovgrad,Ukraine,Aeroflot,unknown,Antonov An-10,Antonov,64,64,crashed on approach resulting from structural failure of the right outer wing.,Passenger
4/15/1971,7:00,San Jose,Philippines,Military - Philippine Air Force,Manila - Nichols AFB,Douglas C-47A,Douglas,40,39,"crashed into a rice field moments after taking off from basa air base near floridablanca. climbed to 200 ft. banked to the left, stalled and crashed to the ground. failure of the right engine. a young boy was the only survivor.",Military
4/20/1971,9:45,Kayenta,United States,Monument Valle - Air Taxi,"Kayenta, AZ - Tucon, AZ",Cessna TU206B,Cessna,2,2,the aircraft went into a spin at the top of a ridge and crashed. moderate to severe turbulence was forcast in the area.,Passenger
4/21/1971,17:26,C. Amalie,United States,Costal Airway,"C. Amalie, VI - San Juan, PR",Beech E18S,Beech,8,8,the plane crashed on take off after an engine failure. inadequate maintenance and inspection of powerplants. failed to follow approved procedures and directives. improper emergency procedures.,Passenger
4/22/1971,17:01,Manchester,United States,New England Aviaiton,"Manchester, NH - Boston, MS",Beechcraft C35,Beechcraft,4,4,the aircraft experienced engine failure during takeoff and crashed. fuel starvation. fuel selector positioned between tanks. pilots unfamilarity with aircraft. had only 1 hour in type aircraft.,Passenger
5/6/1971,13:15,Coolidge,United States,Apache Airlines - Air Taxi,"Tucon, AZ - Phoenix, AZ",de Havilland 104-7X,de Havilland,12,12,crashed after the wing separated from the fuselage. fractured due to fatigue which propagated in area of corrosion and fretting.,Passenger
5/11/1971,0:00,Guatemala City,Guatemala,Aviateca,Guatemala City - Tikal,Curtiss C-46A-55-CK,Curtiss,35,5,crashed in a hill.,Passenger
5/12/1971,19:30,Anaktvk Pass,United States,Gay Airways - Air Taxi,"Sagwon, AK - Local",Sud Aviation SA 318C,Sud Aviation SA,4,2,the pilot suffered spatial disorientation in whiteout conditions. continued vfr flight into adverse weather conditions.,Passenger
5/23/1971,20:00,Rijeka,Yugoslavia,Aviogenex (Yugoslavia),London - Rijeka,Tupolev TU-134A,Tupolev,83,78,"the aircraft crashed on landing at rijeka airport during a heavy rain storm. after a too rapid descent, the aircraft landed extremely hard on the runway causing the left wing to separate. the aircraft turned over and slid 2,300 ft. and burst into flames. improper handling of the flight and engine controls. optical illusion due to the intense rain which caused a refraction of light.",Passenger
5/26/1971,15:00,Capetown,South Africa,Military - South African Air Force,unknown,Hawker Siddeley HS 125-400B (3),Hawker Siddeley HS,11,11,all three planes crashed into devil's peak  and exploded while flying in a v formation in heavy mist.,Military
5/28/1971,11:08,Roanoke,United States,Private,"Atlanta, GA - Martinsville, VA",Aero Commander 680E,Aero Commander,6,6,"the flight crashed into the side of a mountain during a thunderstorm. continued vfr flight into adverse weather conditions.  entered instrument weather at too low an altitude to clear mountain.  world war ii hero and western movie star audie murphy, 46, killed.",Passenger
8/28/1971,0:00,Off Copenhagen,Denmark,Malev Hungarian Airlines,"Oslo, Norway - East Berlin, German",Ilyushin IL-18D,Ilyushin,34,32,disappeard from radar while eight miles short of the runway and crashed into the sea while on approach. crew error. crew flew below prescribed minimum altitiude.,Passenger
12/6/1971,0:00,Tikaka,Sudan,Sudan Airways,unknown,Fokker F-27 Friendship 200,Fokker  Friendship,42,10,the aircraft experienced a forced landing after being hijacked and running out of fuel.,Passenger
6/6/1971,17:11,Duarte,United States,Hughes Airwest  / Military - US Marine Air Corps,Los Angeles - Salt Lake City,McDonnell Douglas DC-9-31 / F4-B,McDonnell Douglas,51,50,"the dc-9 was climbing to fl 330 under radar control of the la artcc and the f4-b was en route to el toro under vfr. visibility was good with no clouds. the collision took place at 15,150 feet. both planes crashed into the san gabriel mountains. one of two killed on the f4 when the forward canopy did not jettison. the other crew member parachuted to safety unhurt. all forty-nine killed aboard the dc-9. failure of both crews to see and avoid each other and failure of the f4 crew to request radar advisory service and particularly considering the fact that they had  an inoperable transponder.  allegations also surfaced that the f-4b was performing an aerobatics maneuver shortly before the collision.",Military
6/7/1971,8:49,New Haven,United States,Allegheny Airlines,"Washington D.C. - Newport News, VA - Philadelphia",Convair CV-580,Convair,31,28,"the aircraft crashed into a row of beach houses, 4,980 feet short of the runway. captain's intentional descent below minima under adverse weather conditions while trying to locate the runway despite advisories from 1st. officer.",Passenger
6/13/1971,13:30,North PacifiOcean,North PacifiOcean,Military - U.S. Air Force,Hickam AFB - Pango Pango,Boeing - EC-135N,Boeing -,24,24,disappeared while en route. met with an undisclosed catastrophievent and plunged into the sea. believed to  have struck the surface at high speed.,Military
6/17/1971,14:30,Arica,Chile,SAVCO,Santa Cruz - Arica,Douglas DC-6,Douglas,6,6,"the aircraft struck putre mountain at an altitude of 18,000 feet.  improper flight planning for imc weather.",Passenger
6/27/1971,18:00,Garberville,United States,Shelter Cove Sea Park,"Shelter Cove, CA - San Jose, CA",Douglas DC-3,Douglas,24,17,"the aircraft was unable to gain height on takeoff. it struck a transformer and a building, became airborne and went off a cliff into the ocean. failure of the pilot to remove the rudder and elavator gust locks.",Passenger
7/3/1971,18:10,Hokkaido,Japan,Toa DomestiAirline (Japan),Sapporo - Hakodate,NAMC YS-11A-227,NAMC,68,68,the aircraft crashed into yokotsu mountain while on approach. navigational error after strong winds caused flight to drift.,Passenger
7/21/1971,22:15,Anchorage,United States,Anchorage Helicopter - Air Taxi,"Fairbanks, AK - Local",Bell 206,Bell,3,3,"the aircraft took off from a roadside lodging, hit wires and crashed and burned. pilot failed to see and avoid obstruction.",Passenger
7/24/1971,0:00,Bamako,Mali,Air Ivoire,unknown,Douglas DC-3,Douglas,6,6,crashed into high terrain during a right turn on takeoff at night.,Passenger
7/25/1971,0:00,Manila,Philippines,Pan American World Airways,San Francisco - Honolulu - Guam - Manila - Siagon,Boeing 707-321CF,Boeing,4,4,"while on a vor/dme approach to manila runway 24, the aircraft struck mount kamunay at an altitude of 2,525 feet, 20 miles east/northeast of the manila vor. the probable cause was improper crew coordination, which caused a premature descent.",Passenger
7/25/1971,0:00,Irkutsk,Russia,Aeroflot,Novosibirsk - Irkutsk,Tupolev TU-104B,Tupolev,126,97,while landing at irkutsk airport the aircraft landed short of the runway after an excessive rate of sink. the left wing separated and the plane burst into flames.,Passenger
7/30/1971,14:00,Morioko,Japan,All Nippon Airways /  Japanese Air Force,Sapporo - Tokyo,Boeing B-727-281 / Air Force F86F,Boeing,164,163,"a japan air self defense force f-86f fighter collided with the b-727. both aircraft crashed, but the fighter pilot ejected safely. all one hundred sixty-two aboard the 727 were killed. the fighter pilot and his captain was indicted for involuntary homicide. the fighter pilot was acquitted but the captain was convicted and received 3 years in jail for not providing sufficient supervision of his wingman.",Passenger
7/30/1971,14:29,San Francisco,United States,Pan American World Airways,San Francisco - Los Angeles,Boeing B-747-121,Boeing,218,0,the aircraft struck approach lights at the departure end of runway during takeoff. miscalculation of available runway length and takeoff reference speed by crew. erroneous information from the dispatcher. the aircraft was named 'clipper america.',Passenger
7/30/1971,15:00,Pau,France,Military - French Air Force,Exercises,Nord 2501 Noratlas,Nord  Noratlas,39,37,"the plane, carrying parachute trainees, crashed in the flatlands of the pyrenees during a final approach and after experiencing an engine fire. two escaped by parachuting out of the plane before it crashed.",Military
8/7/1971,0:00,Irkutsk,Russia,Aeroflot,Odessa - Irkutsk - Vladivostok,Tupolev TU-104,Tupolev,100,100,a few seconds after taking off the airliner lost altitude and slammed into the tarmaexploding in flames.,Passenger
8/12/1971,14:27,Valdez,United States,Trans Alaska Helicopter - Air Taxi,"Valdez, AK - Local",Sikorsky S-55B,Sikorsky,2,2,the helicopter crashed after the failure of the main rotor. inadequate inspection and maintenance.,Passenger
8/18/1971,9:40,Pegnitz,West Germany,Military - U.S. Army,Ludwigsburg - Grafenwohr,Boeing Vertol CH-47A (helicopter),Boeing Vertol,37,37,"the helicopter, carrying american troops to an exercise, crashed into a hayfield and exploded in flames. fatigue failure of the rotor blade led to its failure and structural failure of the aircraft.",Military
8/19/1971,20:40,Augusta,United States,Downeast Airlines,"Boston, MA - Rockville, ME diverted to  Augusta ME",Piper PA-31,Piper,8,3,"crashed in dense fog while making an approach to agusta state airport. discontinue vor approach, attempted to maintain visual flight in ifr conditions at an altitude below obstructing terrain.",Passenger
12/9/1971,7:00,Chinnamanur,India,Indian Airlines,Trivandrum - Madurai,HAL-748-224 Srs.2,,31,21,strayed off course and flew into a mountain.,Passenger
9/4/1971,11:15,Juneau,United States,Alaska Airlines,Anchorage - Seattle,Boeing B-727-193,Boeing,111,111,the aircraft crashed into the slopes of chikat mountain in rain and fog while attempting a non-precision instrument landing at juneau municipal airport. display of misleading navigation information which resulted in the premature descent below obstacle clearance altitude. the crew didn't use all available navaids to check the position of the aircraft.,Passenger
9/6/1971,0:00,Hasloh,Germany,Pan International,"Hamburg, Germany - Malaga, Spain",BAC One-Eleven 515FB,BAC One-Eleven,121,22,the aircraft collided with a bridge shearing off both wings after a double engine failure during takeoff.  a forced landing was attempted on a roadway. the water-injection system to cool the engines during takeoff was inadvertently filled with kerosene instead of water.,Passenger
9/15/1971,0:16,Jackson,United States,C and C Aviaiton - Air Taxi,"Temple, TX - Columbus, GA",Aero Commander 560-A,Aero Commander,5,5,collided with trees and crashed on final approach after experiencing engine failure. fuel exhaustion. mismanagement of fuel.,Passenger
9/16/1971,0:00,Presevo,Russia,Yemen Airlines,unknown,Douglas DC-3,Douglas,5,5,crashed while taking off. icing.,Passenger
9/16/1971,0:00,Kiev,Russia,Malev Hungarian Airlines,Budapest - Kiev,Tupolev TU-134A,Tupolev,49,49,"while on approach to kiev,   generator failed forcing the crew to switch to batteries. after two aborted attempts to land in fog, the plane crashed and broke up.",Passenger
9/28/1971,0:00,Sena Madureira,Brazil,Cruzeiro,Cruzerio do Sul - Rio Branco,Douglas DC-3,Douglas,32,32,the aircraft tried to return to the airport after an engine fire but the right wing struck trees and it crashed in the amazon jungle.,Passenger
10/2/1971,11:10,Aarsele,Belgium,British European Airways,London - Salzburg,Vickers Vanguard 951,Vickers Vanguard,63,63,"while en route a distress message was received from the aircraft after which it crashed and burst into flames.  the elevators and tailplane were destroyed when the rear pressure bulkhead ruptured at 19,000 feet. the airplane rapidly nosed down and crashed. the bulkhead was weakened by corrosion from a suspected leak in the lavatory.",Passenger
10/13/1971,0:00,Moscow,Russia,Aeroflot,unknown,Tupolev TU-104B,Tupolev,20,20,crashed on takeoff,Passenger
10/16/1971,9:45,Colorado City,United States,SceniAir Lines,Las Vegas - Grand Canyon,Cessna 402,Cessna,10,10,the sightseeing plane crashed in rain/snow.  continued vfr flight into adverse weather conditions. pilot transmitted he was turning around do to weather conditions.,Passenger
10/16/1971,13:17,Hot Springs,United States,Alpena Flying Service - Air Taxi,"Detroit, MI - Hot Springs, VA",Swearingen SA26AT,Swearingen,6,6,the pilot descended below minima on a third attempt at landing with no glideslope approach and hit the ground 150 feet short and right of the runway. improper ifr operation.,Cargo/Service
10/17/1971,0:00,San Vicente del Caguan,Colombia,Aerolineas TAO,unknown,Douglas C-47A,Douglas,22,20,"the aircraft crashed and burned short of the runway. a girl, 6, and a boy 3, were the only survivors.",Passenger
10/21/1971,11:20,Peoria,United States,Chicago Southern Airlines,"Chicago, IL - Peoria, IL",Beech E18S,Beech,16,16,collided with wires/poles while attempting to land. improper ifr operation. descended below mda.,Passenger
10/23/1971,0:00,Qui Nhon,Vietnam,Military - Vietnamese Air Force,unknown,Douglas C-47,Douglas,31,31,crashed after flying during a typhoon.,Military
10/24/1971,22:15,Bath,United States,Monmouth Airways,"Jamaica, NY - Allentown, PA",Beechcraft B99,Beechcraft,8,4,collided with trees while attempting to land. improper ifr operation. descended below mda. pilot fatigue.,Passenger
11/9/1971,5:40,Off Livorno,Italy,Military - Royal Air Force,San Giusto - Sardinia,Lockheed C-130K Hercules,Lockheed  Hercules,52,52,"the plane, carrying paratroopers, crashed into the ligurian sea about 20 miles west of pisa shortly after taking off from san giusto airport. in-flight structural failure. cause undetermined.",Military
11/10/1971,0:00,Off Padang,Philippines,Merpati Nusantara Airlines,Jakarta - Padang,Vickers Viscount 828,Vickers Viscount,69,69,the plane crashed into the sea while on approach to pandang.,Passenger
11/12/1971,0:00,Vinnitsa,Russia,Aeroflot,unknown,Antonov AN-24,Antonov,47,47,the plane crashed during a go-around.,Passenger
11/21/1971,0:00,Penghu Island,China,China Airlines (Taiwan),Taipei - Hong Kong,Sud Aviation SE-210 Caravelle III,Sud Aviation  Caravelle III,25,25,the plane crashed into the sea while on a flight from taipei to hong kong.  detonation of an explosive device.,Passenger
11/28/1971,13:30,Hue,Vietnam,Military - U.S. Army,Da Nang - Camp Eagle,Boeing Vertol CH-47C,Boeing Vertol,34,34,crashed into a mountain after attempting to fly through a lowland area due to deteriorating weather conditions.,Military
12/1/1971,0:00,Saratov,Russia,Aeroflot,unknown,Antonov AN-24,Antonov,57,57,crashed short of runway during approach.,Passenger
12/4/1971,13:46,Raleigh,United States,Eastern Air Lines,"Miami, FL - Raleigh, NC",Douglas DC-9-31 /Cessna 206,Douglas,29,2,midair collision.  the dc-9 descended onto the cessna. two killed aboard the cessna. the dc-9 landed with no one aboard injured. inadequacy of atc facilities and services in the terminal area.,Passenger
2/22/1991,0:00,Cazombo,Angola,Fuerza Area Angolaise,unknown,Antonov AN-26,Antonov,47,47,shot down by surface-to-air missile launced by unita rebels.,Passenger
12/21/1971,0:00,Sofia,Bulgaria,Balkan Bulgarian Airlines,Sofia IAP - Algiers,Ilyushin IL-18B,Ilyushin,73,28,crashed in adverse weather conditions shortly after taking off.,Passenger
12/24/1971,12:36,Puerto Inca,Peru,Lineas Aereas Nacionales SA (Peru),Lima - Pucallpa,Lockheed 188A Electra,Lockheed  Electra,92,91,"the aircraft was struck by lightning after it entered an area of thunderstorms and heavy turbulence. the lightning caused a fire which led to the separation of the right wing and part of the left wing. the aircraft crashed in mountainous terrain in the jungle. one german passenger, a female teenager, survived and was found after trekking through the jungle for 9 days. juliane koepcke had a broken collarbone and was unconscious for an unknown amount of time but had survived the crash still strapped in her seat. when she came to, she set out in vain to find her mother. maria koepcke, her mother, a leading peruvian ornithologist, was dead. rescue crews searched for the aircraft without success. koepcke would have to save herself.  koepcke found a stream and began nine days of wading through knee-high water and fighting off swarms of insects and leeches. on the ninth day, she found a canoe and shelter. then she waited. hours later, local lumbermen returned and found her. they tried to get her to eat but she was quite sick and refused. insects had buried eggs in her skin and they were beginning to hatch. one of the men poured gasoline on her and, as she told the london daily mail, 'i counted 35 worms that came out of my arms alone.' the men offered what assistance they could provide but it was too late in the day to start the journey back to civilization; she slept one more night in the jungle before the men took her on the final seven hour journey via canoe down the river to a lumber station where she was airlifted to a hospital.",Passenger
